seller_id,seller_name,seller_tier,seller_region,seller_category,rating_score,total_order_items,total_quantity_sold,total_revenue,avg_order_item_value,total_shipments,delivered_shipments,on_time_shipments,sla_breached_shipments,sla_breach_pct,avg_transit_days,avg_delay_days,total_shipping_cost,avg_shipping_cost
366,ApexSupply6986,Mid,Central India,"Home,Fashion,Beauty",4.62,1309,1835,13769786.53,10519.32,487.8023809523812,407.5690476190478,377.2142857142859,30.938095238095237,6.34,5.29,-0.02,83497.64,63.84
367,TechMarketplace2106,Long Tail,North India,"Beauty,Electronics",3.59,1728,2338,36127563.59,20907.15,633.2833333333336,534.2571428571432,492.8928571428575,42.23095238095238,6.67,6.38,0.0,154550.48,89.59
368,QuickBazaar5693,Long Tail,Central India,"Electronics,Sports",4.91,1197,1637,43366167.11,36229.05,445.58571428571463,376.57142857142884,353.27380952380975,26.080952380952382,5.85,5.5,-0.04,82984.13,69.44
369,ReliableBazaar3501,Mid,East India,"Beauty,Sports,Electronics,Home",4.99,2341,3281,224176570.8,95761.03,878.3071428571427,732.0476190476193,666.9452380952382,69.26904761904763,7.89,6.24,0.0,200950.42,86.28
370,SmartBazaar6353,Premium,West India,"Electronics,Grocery,Fashion",4.94,1832,2527,53172280.44,29024.17,679.9071428571431,565.9642857142859,520.261904761905,47.36904761904761,6.97,5.4,-0.01,121509.88,66.47
371,MegaRetail2412,Mid,West India,"Sports,Electronics,Home,Beauty,Fashion,Grocery",4.05,632,871,13628824.94,21564.6,242.86428571428573,205.1785714285714,186.55952380952374,18.61904761904762,7.67,5.36,-0.03,44066.25,69.73
372,EliteStore1207,Premium,South India,"Grocery,Sports,Electronics,Fashion",3.79,641,877,17027128.37,26563.38,251.952380952381,210.02142857142852,192.55476190476185,17.833333333333332,7.08,6.47,-0.04,60825.61,95.04
373,ExpressCommerce9568,Premium,Central India,Fashion,4.43,587,817,23793303.53,40533.74,218.17619047619044,186.61428571428567,173.23571428571424,14.12857142857143,6.48,5.19,-0.02,36890.97,62.85
374,TechCommerce8034,Long Tail,East India,"Home,Fashion,Sports,Electronics,Grocery,Beauty",4.37,180,282,7462170.69,41456.5,71.75238095238095,63.53333333333333,60.38333333333334,3.1500000000000004,4.39,5.5,-0.1,14263.15,79.24
375,ApexImports2262,Premium,West India,Home,4.72,715,1021,5897325.04,8248.01,275.67380952380955,230.6642857142857,213.3285714285714,17.83571428571429,6.47,4.98,0.01,44051.34,61.7
376,FutureHub5179,Mid,North India,"Home,Electronics,Beauty,Sports,Grocery",4.08,123,178,12385437.51,100694.61,49.73333333333334,41.89047619047619,40.47380952380952,1.4166666666666665,2.85,5.05,-0.19,8023.55,65.23
377,TechRetail1753,Long Tail,West India,"Sports,Electronics,Fashion,Home,Grocery,Beauty",3.89,743,1001,9354364.89,12589.99,266.49523809523816,225.26428571428568,201.54999999999998,24.547619047619044,9.21,5.41,0.04,45418.97,61.29
378,ValueRetail6272,Premium,South India,"Fashion,Sports,Electronics,Home",4.88,1636,2268,44478552.11,27187.38,612.1976190476195,515.17380952381,473.41904761904794,42.254761904761914,6.9,5.58,0.02,114499.38,70.07
379,NationalImports1862,Long Tail,South India,"Home,Sports,Electronics,Grocery,Fashion,Beauty",4.2,138,181,1284354.82,9306.92,53.21428571428572,42.114285714285714,40.614285714285714,1.5,2.82,6.26,-0.16,11796.75,85.48
380,DigitalCommerce2415,Mid,Central India,"Electronics,Beauty,Sports,Fashion,Home",4.56,40,50,1609283.05,40232.08,14.161904761904763,11.161904761904763,9.245238095238095,2.4166666666666665,17.06,5.94,-0.06,3028.95,75.72
381,GlobalMart5979,Mid,Central India,Home,3.72,318,436,2177535.13,6847.59,116.52380952380952,98.44761904761903,94.79761904761902,4.550000000000001,3.9,5.3,-0.12,21466.77,67.51
382,ReliableEnterprise5016,Long Tail,South India,"Home,Grocery,Beauty,Electronics",4.45,1395,1903,11668511.23,8364.52,530.5761904761907,446.1071428571432,410.55952380952414,37.547619047619044,7.08,5.17,-0.02,90395.52,64.85
383,TechCommerce1023,Long Tail,West India,"Electronics,Fashion,Home,Beauty",3.7,2182,3073,68764277.03,31514.33,818.5428571428573,688.4928571428576,637.7214285714289,52.52142857142858,6.42,5.52,-0.01,151276.84,69.46
384,ExpressKart3332,Long Tail,East India,"Sports,Home,Electronics,Beauty,Grocery,Fashion",4.29,195,267,8481115.09,43492.9,72.79761904761905,60.23571428571429,54.485714285714295,5.75,7.9,5.35,-0.03,12810.19,65.69
385,NationalSupply7102,Long Tail,West India,Fashion,4.25,1705,2378,148744651.05,87240.26,636.8857142857147,538.6833333333337,497.4071428571433,41.94285714285714,6.59,5.17,-0.02,104094.06,61.16
386,UrbanBazaar3187,Long Tail,West India,Grocery,3.61,682,931,6386616.75,9364.54,265.66666666666674,221.4928571428571,207.16904761904755,14.466666666666667,5.45,6.05,-0.04,56071.67,82.46
387,NextMart5276,Mid,East India,"Grocery,Electronics,Beauty,Home,Sports",4.71,552,763,3525592.09,6386.94,199.43095238095233,163.8190476190476,150.57619047619045,13.442857142857143,6.74,5.21,0.0,32682.28,59.21
388,FastRetail2223,Mid,South India,"Sports,Home,Grocery,Fashion",4.32,101,143,616158.93,6100.58,36.923809523809524,29.340476190476192,26.271428571428576,3.7690476190476194,10.21,5.62,0.0,7396.84,73.24
389,SuperCommerce7660,Long Tail,North India,"Electronics,Fashion,Sports,Beauty,Grocery",3.57,781,1060,5479037.38,7015.41,291.7476190476191,244.38333333333333,222.71428571428567,21.919047619047618,7.51,5.25,-0.02,50707.89,64.93
390,SuperMart2964,Long Tail,North India,"Fashion,Beauty,Home",4.17,764,1023,2843054.37,3721.28,289.2380952380953,237.33809523809526,212.13333333333333,26.204761904761906,9.06,6.37,0.01,69611.44,91.11
391,PrimeExports5066,Long Tail,East India,"Home,Grocery,Electronics,Beauty,Fashion,Sports",3.57,599,829,116782570.86,194962.56,223.95238095238088,184.67857142857136,167.94285714285706,16.735714285714284,7.47,5.87,-0.04,45275.66,75.59
392,QuickWholesale8408,Long Tail,Central India,"Electronics,Home,Grocery,Sports,Beauty",4.97,1297,1768,6184025.64,4767.95,502.8119047619051,423.7261904761908,383.94761904761936,40.87857142857142,8.13,5.14,0.02,80888.58,62.41
393,UrbanKart2010,Mid,South India,"Fashion,Electronics,Beauty,Grocery,Home",4.78,67,100,3550673.96,52995.13,25.854761904761904,18.988095238095237,17.288095238095238,1.7,6.58,6.15,0.07,4929.8,73.58
394,PrimeMarketplace5240,Long Tail,North India,"Beauty,Home",4.94,227,314,10330163.3,45507.33,87.45,70.3142857142857,64.33809523809525,6.976190476190476,7.98,5.85,-0.04,16919.21,74.53
395,SuperEnterprise3110,Mid,North India,Fashion,4.93,106,149,2362593.15,22288.61,46.44047619047618,39.357142857142854,37.10714285714286,2.25,4.84,5.54,0.07,8143.6,76.83
396,MegaHub8096,Long Tail,West India,"Electronics,Sports,Beauty",4.57,1037,1426,13779497.74,13287.85,396.56428571428586,335.04047619047634,306.42142857142863,30.11904761904762,7.59,6.29,-0.0,92643.96,89.34
397,ValueHub6799,Long Tail,South India,Beauty,4.35,1268,1732,56968058.45,44927.49,479.3000000000003,412.2023809523813,383.2404761904765,29.295238095238098,6.11,5.13,-0.01,82702.92,65.27
398,MegaMarketplace5026,Long Tail,East India,"Home,Beauty,Fashion",4.16,2276,3162,14756721.8,6483.62,868.3666666666669,736.1333333333336,667.1595238095241,69.67380952380952,8.02,6.2,0.02,196874.09,86.73
399,FastSupply3248,Long Tail,West India,"Grocery,Beauty,Electronics,Sports",3.61,104,141,1895440.66,18225.39,38.57857142857143,30.902380952380952,29.952380952380953,0.95,2.46,5.56,-0.06,7217.58,69.4
400,ReliableEnterprise8940,Long Tail,East India,"Grocery,Fashion,Electronics,Sports,Home,Beauty",4.97,642,884,2299771.02,3582.2,242.77857142857144,202.58333333333326,188.15714285714284,14.676190476190477,6.05,5.3,-0.01,39744.45,61.91
401,ModernMarketplace4588,Mid,North India,"Home,Beauty,Sports,Electronics,Grocery",4.69,98,152,1253984.37,12795.76,38.564285714285724,34.0452380952381,31.77857142857143,2.2666666666666666,5.88,6.36,0.01,8750.89,89.29
402,ApexRetail3615,Long Tail,North India,"Electronics,Beauty,Home",4.92,1162,1568,48633418.67,41853.2,434.71428571428606,370.7666666666669,345.509523809524,25.590476190476192,5.89,5.25,-0.03,73144.08,63.06
403,EliteHub4875,Long Tail,Central India,"Fashion,Home,Electronics,Beauty,Sports,Grocery",4.28,630,888,19968339.59,31695.78,240.7,206.06190476190474,191.25238095238097,15.476190476190474,6.43,6.54,-0.03,58911.75,93.66
404,ApexRetail9064,Long Tail,Central India,"Sports,Home,Electronics,Grocery,Fashion,Beauty",4.64,66,95,7864960.93,119166.07,26.902380952380952,22.869047619047617,21.14285714285714,1.726190476190476,6.42,5.21,0.09,4049.16,61.35
405,PrimeKart4811,Mid,Central India,"Beauty,Electronics",4.22,673,908,16840715.31,25023.35,246.17142857142855,210.64523809523806,193.89047619047614,17.33809523809524,7.04,4.95,-0.0,40898.95,60.77
406,ExpressKart6435,Long Tail,Central India,Grocery,3.87,188,268,2585457.09,13752.43,73.61666666666667,60.76428571428572,55.48095238095238,5.283333333333333,7.18,6.22,-0.01,17275.8,91.89
407,ModernKart1359,Mid,South India,"Home,Fashion",4.5,105,129,1188694.89,11320.9,38.10714285714286,32.00714285714286,28.054761904761904,3.9523809523809526,10.37,5.82,0.06,8028.82,76.46
408,ApexStore6514,Premium,East India,"Fashion,Electronics,Home,Grocery,Sports,Beauty",4.35,57,74,129035.86,2263.79,19.445238095238096,14.635714285714284,13.269047619047619,1.3666666666666667,7.03,4.91,-0.09,3376.13,59.23
409,ExpressImports6198,Long Tail,South India,"Fashion,Beauty",4.25,258,338,6339556.48,24571.92,99.2904761904762,84.04523809523809,77.8452380952381,6.4,6.45,5.76,-0.05,19965.06,77.38
410,QuickMart5825,Premium,South India,"Sports,Grocery,Home,Electronics,Beauty",3.51,59,83,400076.22,6780.95,22.6,20.483333333333334,19.333333333333332,1.15,5.09,4.75,0.13,3703.51,62.77
411,VertexCommerce4619,Mid,Central India,"Electronics,Grocery,Beauty,Home,Sports,Fashion",4.89,1722,2423,96431449.66,55999.68,645.809523809524,535.9380952380956,501.60476190476226,36.28333333333333,5.62,5.04,-0.05,102624.64,59.77
412,FutureCommerce3750,Long Tail,North India,"Fashion,Home,Electronics,Beauty",4.45,131,174,1021999.36,7801.52,54.449999999999996,43.790476190476184,42.040476190476184,1.75,3.21,5.17,-0.11,9248.26,70.6
413,NextExports2110,Long Tail,East India,"Sports,Home,Beauty,Electronics,Fashion,Grocery",3.98,155,213,4805216.62,31001.4,61.38333333333333,52.97380952380952,49.14047619047619,3.833333333333333,6.24,5.56,0.0,11086.93,71.53
414,TechKart7323,Long Tail,West India,Sports,4.59,92,114,3436857.5,37357.15,35.095238095238095,31.645238095238092,31.05238095238095,0.5928571428571429,1.69,5.82,-0.1,7486.32,81.37
415,FutureBazaar7149,Long Tail,North India,"Fashion,Beauty,Grocery,Sports",4.14,678,912,107372473.8,158366.48,250.82380952380953,203.3690476190476,187.02380952380946,17.345238095238095,6.92,6.23,-0.01,55676.3,82.48
416,PrimeEnterprise1547,Long Tail,East India,"Grocery,Fashion,Sports,Beauty",4.22,787,1096,3517669.66,4469.72,300.82380952380964,252.55714285714285,234.29761904761904,21.20952380952381,7.05,5.56,-0.03,52173.33,66.29
417,ModernHub7151,Mid,South India,"Home,Electronics,Grocery",3.68,531,712,2723849.79,5129.66,204.38571428571422,171.91428571428565,158.17380952380947,13.907142857142857,6.8,5.97,0.06,44219.9,83.28
418,PrimeCommerce8909,Mid,North India,Grocery,4.1,750,1031,2856235.56,3808.31,273.16666666666674,231.32857142857142,212.5928571428571,18.735714285714284,6.86,5.25,-0.04,48467.4,64.62
419,ModernRetail4112,Long Tail,West India,"Fashion,Grocery,Beauty,Electronics,Home,Sports",4.99,786,1126,17578206.34,22364.13,284.7285714285715,244.98571428571432,224.19761904761907,21.788095238095238,7.65,5.46,0.01,51940.03,66.08
420,DigitalRetail2571,Long Tail,North India,"Sports,Grocery,Home,Beauty,Fashion",4.64,196,274,8558059.58,43663.57,65.12142857142857,57.92857142857142,51.702380952380956,6.726190476190476,10.33,5.85,0.04,14203.61,72.47
421,TechSupply2435,Long Tail,East India,"Grocery,Beauty,Fashion,Electronics,Sports",4.09,87,124,830232.94,9542.91,33.392857142857146,28.666666666666668,25.25,3.4166666666666665,10.23,5.49,0.04,6319.59,72.64
422,GlobalHub5781,Long Tail,North India,"Sports,Grocery,Beauty,Electronics,Home,Fashion",4.88,281,395,15343016.15,54601.48,98.96190476190473,85.24285714285713,79.91666666666666,5.326190476190476,5.38,6.22,-0.05,21671.01,77.12
423,QuickTraders9013,Premium,East India,Home,4.37,642,852,2821829.89,4395.37,243.89285714285717,195.93095238095233,178.50952380952378,18.421428571428574,7.55,5.26,0.03,40664.11,63.34
424,EliteTraders1731,Long Tail,East India,"Grocery,Beauty,Fashion,Sports,Home,Electronics",4.68,174,253,1053197.01,6052.86,63.18333333333334,57.19047619047618,50.654761904761905,6.535714285714286,10.34,5.59,-0.04,11537.37,66.31
425,MegaHub2584,Premium,North India,"Home,Fashion,Sports,Beauty",4.35,1118,1529,7629241.45,6824.01,428.8238095238099,354.4880952380954,331.8761904761906,23.77857142857143,5.55,6.5,-0.04,111727.45,100.02
426,ReliableKart7342,Long Tail,Central India,"Grocery,Beauty,Fashion",4.48,604,828,8625404.64,14280.47,234.28095238095236,201.52380952380946,179.38571428571424,22.13809523809524,9.45,4.86,0.09,33520.75,55.5
427,PrimeSupply1568,Long Tail,Central India,"Sports,Beauty,Fashion,Grocery,Home",3.79,590,836,6769123.29,11473.09,224.12619047619046,191.25714285714284,175.68095238095233,15.576190476190478,6.95,6.26,0.02,50276.32,85.21
428,EliteHub4471,Long Tail,South India,"Grocery,Sports,Fashion,Electronics,Beauty",3.65,177,227,1501119.74,8480.9,71.55952380952381,57.30952380952381,52.826190476190476,4.483333333333333,6.27,5.42,-0.05,12564.28,70.98
429,PrimeImports8133,Mid,South India,Beauty,3.83,663,932,11751923.15,17725.37,250.17619047619047,216.05714285714282,198.47857142857137,18.745238095238097,7.49,5.38,-0.01,42690.1,64.39
430,QuickBazaar7510,Mid,Central India,"Fashion,Grocery,Home,Sports,Electronics,Beauty",3.55,1103,1500,13635365.25,12362.07,399.10476190476214,328.90000000000015,305.79761904761915,24.002380952380953,6.01,5.17,-0.02,67677.04,61.47
431,VertexMarketplace9561,Mid,West India,"Grocery,Beauty,Electronics",4.8,175,254,6678334.06,38161.91,67.0809523809524,55.13809523809524,52.654761904761905,2.65,3.95,5.73,-0.04,14621.66,83.55
432,ApexEnterprise2654,Long Tail,East India,"Fashion,Sports,Electronics,Beauty",4.93,589,797,7422032.06,12601.07,221.98571428571427,182.8285714285714,166.26666666666665,17.538095238095238,7.9,5.14,0.04,36766.38,62.42
433,ApexMarketplace8750,Long Tail,North India,"Home,Beauty,Sports,Fashion,Grocery",4.15,1168,1627,11166667.16,9560.5,433.18809523809557,368.1547619047622,338.0690476190478,30.752380952380953,7.1,5.94,-0.01,92080.53,78.97
434,MegaSupply6431,Mid,South India,"Beauty,Fashion,Sports",4.28,1158,1596,21418135.34,18495.8,450.0142857142861,385.3214285714287,355.4738095238097,30.014285714285716,6.67,5.37,-0.03,79156.55,68.42
435,DigitalMart9054,Premium,North India,"Beauty,Home,Grocery,Electronics,Fashion,Sports",3.92,60,86,1449748.01,24162.47,18.964285714285715,14.980952380952381,14.421428571428573,0.5595238095238095,2.95,6.98,-0.16,4954.41,82.57
436,SuperEnterprise6257,Long Tail,East India,"Fashion,Home",4.84,83,114,453595.65,5465.01,31.147619047619052,27.361904761904764,26.045238095238098,1.3166666666666667,4.23,5.07,-0.07,4723.52,56.91
437,GlobalDistribution7671,Premium,West India,"Grocery,Electronics,Fashion,Beauty",4.84,1706,2355,34050223.88,19959.1,614.0523809523813,520.5166666666671,478.20238095238125,43.907142857142865,7.15,5.26,-0.02,107176.74,62.86
438,NationalSupply3222,Long Tail,Central India,"Home,Electronics,Fashion,Grocery,Beauty",4.67,247,346,21372366.9,86527.8,98.25476190476188,80.4595238095238,77.2095238095238,3.25,3.31,5.98,-0.09,20441.18,82.76
439,NextKart8478,Long Tail,North India,"Electronics,Fashion,Grocery,Sports,Home",4.25,140,177,4960137.34,35429.55,52.457142857142856,42.06428571428572,39.07142857142857,2.992857142857143,5.71,6.85,-0.05,14346.92,102.48
440,TechRetail7102,Premium,West India,"Fashion,Home,Grocery,Sports,Beauty,Electronics",4.39,1272,1704,7762199.53,6102.36,480.0761904761908,392.9761904761907,355.87142857142874,40.3547619047619,8.41,6.35,0.02,114570.74,90.28
441,EliteWholesale5237,Premium,North India,"Fashion,Beauty,Home,Sports",4.0,1118,1516,3952082.32,3534.96,422.9285714285717,360.34047619047635,333.72619047619065,27.28095238095238,6.45,4.94,-0.01,63442.03,56.8
442,MegaHub4511,Long Tail,South India,Beauty,3.81,651,897,1606850.13,2468.28,250.19047619047615,217.397619047619,200.52857142857135,16.86904761904762,6.74,5.08,-0.02,40559.37,62.3
443,FastImports7709,Mid,Central India,"Sports,Fashion",3.6,782,1132,114524785.44,146451.13,291.49761904761914,244.49523809523814,223.15714285714282,23.45476190476191,8.05,5.7,0.05,57434.33,73.45
444,NextMart6004,Mid,East India,"Electronics,Beauty,Fashion,Home,Sports,Grocery",4.26,793,1103,10298529.0,12986.8,295.89047619047625,251.58333333333337,233.02857142857138,19.054761904761904,6.44,5.32,-0.04,49761.53,62.75
445,SuperMart9530,Long Tail,Central India,"Home,Beauty,Sports,Electronics",4.72,1182,1625,26611787.68,22514.2,463.03333333333364,386.2476190476193,350.31666666666683,37.180952380952384,8.03,5.95,0.04,94210.81,79.77
446,DigitalImports2771,Long Tail,West India,"Electronics,Sports,Home,Beauty,Fashion",4.0,707,989,13164923.61,18620.83,260.7190476190476,220.15714285714282,202.14523809523806,18.59523809523809,7.13,5.23,0.02,43612.82,61.86
447,FastImports5895,Long Tail,South India,"Home,Sports,Grocery",4.66,998,1383,5118744.3,5129.0,374.26190476190504,317.36904761904776,288.9119047619048,28.957142857142856,7.74,5.49,0.02,66977.33,67.25
448,SmartExports1417,Long Tail,West India,"Fashion,Electronics,Beauty,Home,Sports",3.73,165,235,6364713.67,38574.02,60.0095238095238,47.43095238095238,41.94761904761904,5.483333333333333,9.14,5.79,0.05,10549.0,63.93
449,MegaMarketplace4111,Mid,East India,"Beauty,Sports,Grocery",4.31,1162,1630,20127550.48,17321.47,452.73333333333375,377.1928571428574,354.5166666666669,24.37619047619048,5.38,5.25,-0.07,76583.55,65.96
450,EliteWholesale3967,Premium,East India,"Fashion,Grocery,Beauty,Home,Sports,Electronics",4.14,222,303,12143391.13,54699.96,78.85,68.55714285714286,64.27142857142857,4.2857142857142865,5.44,6.0,0.01,16622.89,74.88
451,ModernImports2463,Long Tail,South India,"Fashion,Home,Sports,Grocery",3.69,1143,1582,1953240.63,1708.87,437.0714285714289,373.19047619047643,346.88809523809533,26.46904761904762,6.06,5.05,-0.01,68939.51,60.42
452,ValueEnterprise6428,Long Tail,East India,"Sports,Home",3.5,61,114,2932639.83,48076.06,22.869047619047617,20.53571428571428,18.119047619047617,2.4166666666666665,10.57,5.54,0.07,3982.63,65.29
453,ApexMarketplace2166,Long Tail,West India,"Home,Beauty,Electronics,Fashion,Grocery",4.28,778,1087,83460985.87,107276.33,297.7666666666668,247.67142857142852,229.61666666666662,18.58809523809524,6.24,5.53,-0.03,55600.04,71.56
454,SmartHub4281,Long Tail,East India,"Electronics,Beauty,Home,Fashion,Sports",4.96,1377,1878,10303174.48,7482.33,514.8261904761907,448.8976190476193,416.5857142857145,34.221428571428575,6.65,5.64,-0.02,99229.28,72.17
455,PrimeTraders6449,Mid,South India,"Beauty,Fashion,Home,Sports,Electronics",3.96,137,204,3761038.82,27452.84,50.61904761904762,43.102380952380955,37.56904761904762,5.533333333333333,10.93,6.33,-0.03,10335.94,75.44
456,ApexEnterprise3595,Long Tail,West India,"Electronics,Sports,Beauty,Fashion,Grocery,Home",3.85,814,1148,10894850.22,13384.34,312.67857142857156,263.1714285714286,241.54285714285712,21.82857142857143,6.98,6.04,0.03,65365.14,80.3
457,VertexSupply8035,Premium,West India,Fashion,4.59,1202,1672,72041796.61,59934.94,451.88095238095264,376.14523809523837,347.0476190476192,30.930952380952377,6.84,5.09,0.0,76652.63,63.77
458,GlobalExports7112,Long Tail,North India,"Beauty,Electronics,Grocery,Home",3.84,1136,1603,59389748.61,52279.71,417.3452380952383,352.3928571428573,318.3119047619049,34.91428571428571,8.37,5.29,0.01,75138.84,66.14
459,NextExports6641,Premium,East India,"Fashion,Electronics,Grocery,Home,Beauty",4.61,1307,1805,20714999.74,15849.27,487.4214285714289,407.9928571428574,373.8333333333335,35.99285714285715,7.38,5.15,-0.04,79723.52,61.04
460,NationalMarketplace6015,Mid,South India,Beauty,4.13,1122,1590,49315693.51,43953.38,410.42380952380984,347.2690476190479,317.7642857142859,29.647619047619045,7.22,5.76,-0.07,85116.91,76.07
461,DigitalTraders9524,Mid,Central India,Home,3.99,1145,1545,14953642.54,13059.95,437.6214285714289,370.509523809524,342.08095238095257,29.795238095238098,6.81,5.36,-0.03,79753.0,69.71
462,ExpressCommerce4087,Long Tail,South India,"Beauty,Fashion,Home",4.73,181,262,1845857.49,10198.11,69.72619047619047,57.20952380952381,53.99999999999999,3.2095238095238097,4.6,6.24,-0.12,17491.9,96.64
463,SmartRetail1359,Long Tail,Central India,"Electronics,Fashion,Grocery,Home",4.06,570,795,2983726.99,5234.61,218.35714285714283,180.2428571428571,167.81666666666663,12.426190476190477,5.69,5.02,-0.01,32296.53,56.66
464,MegaSupply5190,Long Tail,Central India,"Electronics,Home",4.71,122,169,6476878.44,53089.17,40.390476190476186,36.74047619047619,32.69761904761905,4.042857142857143,10.01,5.38,0.01,8095.81,66.36
465,MegaImports2771,Long Tail,North India,Grocery,4.63,736,1017,5603433.22,7613.36,269.8285714285715,227.5952380952381,208.53571428571428,19.80952380952381,7.34,5.75,0.0,52319.66,71.09
466,ExpressExports3508,Mid,South India,"Electronics,Beauty,Grocery,Fashion,Sports,Home",4.39,604,851,4571206.82,7568.22,225.06666666666663,195.6880952380952,176.08809523809518,20.1,8.93,5.88,0.03,45785.57,75.8
467,VertexMarketplace3247,Mid,West India,"Sports,Electronics,Home,Fashion,Grocery,Beauty",3.62,110,149,11730891.98,106644.47,41.68809523809524,36.12142857142857,34.22142857142857,1.9,4.56,4.69,-0.04,7219.19,65.63
468,VertexStore5631,Long Tail,North India,Grocery,4.56,132,192,790262.87,5986.84,44.404761904761905,39.385714285714286,36.73571428571429,2.6500000000000004,5.97,5.1,-0.1,7913.56,59.95
469,GlobalMarketplace4272,Mid,East India,Beauty,4.67,1195,1686,15186275.06,12708.18,440.5547619047622,370.41904761904783,339.7690476190478,31.79285714285714,7.22,5.7,0.02,85652.85,71.74
470,MegaBazaar9132,Long Tail,South India,"Fashion,Home,Beauty,Sports,Electronics",4.93,767,1064,3995305.03,5209.0,286.77857142857147,245.04285714285712,227.4595238095238,17.583333333333332,6.13,4.99,-0.04,47141.53,61.54
471,PrimeDistribution2809,Premium,Central India,"Home,Fashion,Electronics,Beauty",3.9,206,282,1720695.9,8352.89,72.80952380952381,64.05714285714285,57.10714285714286,6.95,9.55,5.25,0.03,14183.67,68.85
472,UrbanDistribution5192,Long Tail,South India,"Fashion,Electronics,Grocery,Home",3.94,678,982,3128190.15,4613.85,255.20952380952377,212.26190476190467,190.4571428571428,22.054761904761907,8.64,5.26,0.05,44010.87,65.01
473,UrbanWholesale3862,Premium,North India,"Home,Beauty,Electronics",4.64,1191,1615,29116232.66,24446.88,445.78095238095267,380.59047619047647,353.6380952380954,27.485714285714288,6.17,5.18,-0.03,74971.6,63.11
474,UrbanStore1751,Long Tail,North India,"Home,Sports,Beauty",4.27,693,934,11956459.78,17253.19,255.49761904761908,210.79999999999995,198.34999999999994,13.350000000000001,5.23,5.13,-0.08,42666.41,61.57
475,ModernCommerce8171,Long Tail,Central India,"Sports,Fashion",4.05,645,947,2995237.12,4643.78,236.79047619047614,198.94999999999996,182.49761904761903,16.95238095238095,7.16,4.91,-0.02,37460.66,58.08
476,QuickTraders5453,Long Tail,West India,"Electronics,Home,Grocery,Sports,Beauty,Fashion",4.74,727,993,71317040.17,98097.72,277.002380952381,227.88809523809522,204.93571428571425,24.28571428571428,8.77,6.03,-0.02,57607.46,79.24
477,MegaWholesale3611,Premium,North India,"Beauty,Fashion,Electronics,Sports",4.57,1276,1779,20192104.22,15824.53,464.414285714286,393.2976190476192,364.0642857142859,31.733333333333334,6.83,5.46,-0.01,85357.08,67.0
478,FutureMarketplace1472,Long Tail,South India,"Beauty,Grocery,Sports,Electronics,Fashion",4.88,135,193,494099.98,3660.0,48.976190476190474,41.25952380952381,38.67619047619047,2.5833333333333335,5.27,6.22,-0.08,10069.68,74.59
479,PrimeMart6148,Long Tail,North India,"Electronics,Beauty,Grocery,Sports",4.59,619,879,3754972.35,6066.19,239.86904761904762,202.87142857142854,190.4452380952381,12.926190476190476,5.39,5.0,0.04,37303.05,60.26
480,ValueImports5072,Long Tail,West India,"Grocery,Sports,Fashion,Home,Beauty,Electronics",3.91,1182,1649,209414344.44,177169.5,451.4690476190479,387.70952380952406,356.7357142857145,31.55714285714285,6.99,5.5,-0.01,81315.5,68.91
481,EliteBazaar8688,Long Tail,West India,"Sports,Beauty,Fashion,Home,Electronics,Grocery",3.79,685,944,2403961.57,3509.43,254.4857142857143,207.37857142857138,193.94761904761899,14.68095238095238,5.77,6.27,-0.01,58534.17,85.45
482,ModernRetail6421,Long Tail,East India,"Electronics,Beauty",4.0,80,124,133211.15,1665.14,26.68095238095238,23.57142857142857,21.621428571428574,2.283333333333333,8.56,5.41,0.01,5242.8,65.53
483,PrimeTraders8277,Long Tail,Central India,"Fashion,Grocery,Beauty,Sports,Electronics",4.78,679,925,6457067.32,9509.67,260.4452380952381,221.18571428571428,206.21666666666667,15.385714285714286,5.91,5.11,0.0,44288.06,65.23
484,SuperCommerce2944,Long Tail,West India,Beauty,4.59,774,1058,4358803.81,5631.53,291.7785714285715,248.34523809523813,223.81666666666666,24.97857142857143,8.56,5.3,0.04,50824.6,65.75
485,PrimeEnterprise5990,Long Tail,Central India,"Electronics,Sports,Beauty,Fashion,Grocery,Home",4.92,203,294,6311137.33,31089.35,77.68571428571428,68.54047619047618,61.64047619047619,6.9,8.88,5.48,0.02,14574.69,71.8
486,ModernCommerce1889,Long Tail,South India,"Sports,Beauty",4.07,686,938,12315398.83,17952.48,261.3833333333334,218.69047619047612,202.76904761904757,17.004761904761907,6.51,5.21,-0.04,43496.61,63.41
487,FutureExports8414,Premium,North India,"Home,Grocery,Beauty,Sports",4.68,625,823,116840087.47,186944.14,225.2166666666666,182.70952380952372,167.20476190476185,17.088095238095235,7.59,5.36,0.03,40718.91,65.15
488,UrbanKart3689,Mid,West India,"Fashion,Electronics,Home,Sports,Beauty,Grocery",4.08,618,855,1466763.14,2373.4,228.7166666666666,194.10476190476186,175.54047619047617,19.39761904761905,8.48,5.32,0.03,37545.12,60.85
489,UrbanDistribution7437,Long Tail,South India,"Sports,Beauty,Electronics,Fashion,Grocery,Home",4.76,82,119,13264160.2,161758.05,26.992857142857144,20.390476190476193,19.247619047619047,1.1428571428571428,4.23,5.78,0.06,5605.02,68.35
490,UrbanEnterprise7790,Long Tail,North India,"Sports,Home",4.56,628,872,8241590.51,13123.55,225.13095238095235,188.85952380952378,169.4380952380952,19.871428571428574,8.83,6.81,0.05,62888.35,100.3
