date_key,full_date,year,quarter,month,month_name,week_of_year,total_orders,delivered_orders,gross_revenue,net_revenue,avg_order_value,total_shipments,delivered_shipments,on_time_shipments,sla_breach_shipments,sla_breach_pct,shipping_cost,avg_shipping_cost,avg_transit_days,avg_delay_days
20250824,2025-08-24,2025,3,8,August,34,289,243,682211.74,619437.93,2143.38,316,272,244,29,9.18,65408.5,206.99,5.1,0.02
20220619,2022-06-19,2022,2,6,June,24,243,205,694168.28,628981.33,2588.4,271,227,213,16,5.9,54327.63,200.47,4.93,0.0
20220403,2022-04-03,2022,2,4,April,13,245,192,614948.35,553890.21,2260.78,240,200,188,12,5.0,47497.69,197.91,4.74,-0.04
20251226,2025-12-26,2025,4,12,December,52,483,404,1227622.9,1110653.92,2299.49,456,378,349,29,6.36,87609.39,192.13,4.91,-0.02
20250815,2025-08-15,2025,3,8,August,33,305,244,809592.03,749969.42,2458.92,268,229,212,17,6.34,55326.94,206.44,5.13,0.02
20250118,2025-01-18,2025,1,1,January,3,221,185,551629.38,500138.87,2263.07,223,192,177,17,7.62,43154.52,193.52,4.87,0.05
20250822,2025-08-22,2025,3,8,August,34,304,241,796417.05,731337.82,2405.72,273,230,215,15,5.49,55851.41,204.58,4.96,0.02
20221127,2022-11-27,2022,4,11,November,47,720,597,1802160.08,1620577.84,2250.8,749,635,584,54,7.21,141287.26,188.63,4.75,0.02
20221027,2022-10-27,2022,4,10,October,43,584,472,1468150.4,1324595.05,2268.14,568,462,429,34,5.99,110677.42,194.85,4.96,-0.06
20241017,2024-10-17,2024,4,10,October,42,552,447,1322381.23,1211564.25,2194.86,564,471,442,29,5.14,112327.3,199.16,4.92,-0.06
20220220,2022-02-20,2022,1,2,February,7,221,183,564480.11,514595.07,2328.48,218,192,176,16,7.34,42651.4,195.65,4.79,0.02
20230224,2023-02-24,2023,1,2,February,8,207,183,536267.72,474704.71,2293.26,237,207,191,17,7.17,46966.6,198.17,4.99,0.04
20221204,2022-12-04,2022,4,12,December,48,492,404,1187446.81,1070601.38,2176.02,476,403,364,40,8.4,95867.94,201.4,5.08,0.04
20230515,2023-05-15,2023,2,5,May,20,230,189,550067.36,497155.15,2161.54,273,236,221,16,5.86,56104.02,205.51,5.11,-0.07
20241012,2024-10-12,2024,4,10,October,41,592,481,1528693.92,1386638.37,2342.29,531,440,397,45,8.47,101975.8,192.04,4.84,0.1
20220513,2022-05-13,2022,2,5,May,19,282,226,649461.98,593169.48,2103.44,281,229,211,18,6.41,56892.09,202.46,4.95,-0.01
20220806,2022-08-06,2022,3,8,August,31,293,244,747860.93,674415.43,2301.76,270,233,218,16,5.93,50978.62,188.81,4.86,0.04
20221130,2022-11-30,2022,4,11,November,48,704,580,1825648.4,1646308.21,2338.51,684,584,539,48,7.02,133511.66,195.19,4.86,-0.01
20221210,2022-12-10,2022,4,12,December,49,447,369,1112671.52,1010201.5,2259.96,414,347,323,25,6.04,81706.8,197.36,5.0,0.0
20230426,2023-04-26,2023,2,4,April,17,258,203,678646.98,610597.75,2366.66,238,205,191,14,5.88,45903.16,192.87,4.81,0.01
20241128,2024-11-28,2024,4,11,November,48,703,565,1882617.4,1703284.29,2422.88,689,570,519,52,7.55,135194.0,196.22,4.79,-0.03
20230904,2023-09-04,2023,3,9,September,36,283,236,679915.62,611448.85,2160.6,299,248,230,18,6.02,59888.83,200.3,5.03,-0.02
20230214,2023-02-14,2023,1,2,February,7,210,161,551311.16,498254.92,2372.64,224,190,170,21,9.38,45807.09,204.5,5.15,-0.01
20251010,2025-10-10,2025,4,10,October,41,515,406,1264292.54,1131150.05,2196.41,557,478,448,30,5.39,108947.79,195.6,4.76,-0.09
20240127,2024-01-27,2024,1,1,January,4,224,181,523627.19,472670.93,2110.14,236,186,170,17,7.2,46969.3,199.02,5.01,0.06
20221114,2022-11-14,2022,4,11,November,46,635,523,1597915.81,1469035.17,2313.44,693,583,531,53,7.65,140515.77,202.76,4.95,0.02
20221102,2022-11-02,2022,4,11,November,44,756,621,1894349.41,1719896.95,2275.0,699,571,520,52,7.44,139665.04,199.81,5.09,-0.02
20220712,2022-07-12,2022,3,7,July,28,292,252,809956.7,751685.09,2574.26,261,217,203,14,5.36,51843.18,198.63,5.14,-0.09
20250715,2025-07-15,2025,3,7,July,29,283,236,693699.73,631141.05,2230.18,266,229,204,25,9.4,53935.95,202.77,5.15,-0.0
20220726,2022-07-26,2022,3,7,July,30,287,230,779404.38,711573.55,2479.35,248,212,194,18,7.26,45155.14,182.08,4.51,0.02
20220611,2022-06-11,2022,2,6,June,23,259,213,709567.52,633295.68,2445.16,241,203,185,18,7.47,50172.55,208.18,5.17,0.03
20220225,2022-02-25,2022,1,2,February,8,201,177,546612.46,495641.26,2465.88,202,173,163,12,5.94,39936.22,197.7,4.89,-0.06
20251027,2025-10-27,2025,4,10,October,44,570,461,1416551.1,1298400.12,2277.89,522,446,411,37,7.09,102265.1,195.91,4.95,0.04
20230514,2023-05-14,2023,2,5,May,19,278,232,721064.18,647206.64,2328.08,242,188,173,16,6.61,50474.63,208.57,5.01,0.01
20240114,2024-01-14,2024,1,1,January,2,244,200,682743.74,614728.25,2519.38,223,191,172,19,8.52,44852.27,201.13,5.47,0.02
20241205,2024-12-05,2024,4,12,December,49,445,370,1055412.52,936714.73,2104.98,437,365,334,32,7.32,84784.73,194.02,5.03,-0.02
20241204,2024-12-04,2024,4,12,December,49,456,377,1213985.56,1101567.81,2415.72,449,375,350,26,5.79,85949.9,191.43,4.7,-0.02
20230419,2023-04-19,2023,2,4,April,16,233,189,594032.66,538884.25,2312.81,250,216,194,24,9.6,49536.82,198.15,4.98,0.06
20240520,2024-05-20,2024,2,5,May,21,293,241,724951.61,663098.87,2263.14,276,236,223,14,5.07,59433.16,215.34,4.79,-0.04
20251128,2025-11-28,2025,4,11,November,48,731,604,1789810.41,1621865.87,2218.69,704,567,520,52,7.39,138671.24,196.98,5.0,0.01
20250921,2025-09-21,2025,3,9,September,38,294,239,742778.23,685431.64,2331.4,334,282,260,22,6.59,65434.92,195.91,4.96,0.02
20231002,2023-10-02,2023,4,10,October,40,534,429,1393425.52,1255929.25,2351.93,492,410,374,37,7.52,92449.94,187.91,4.71,0.01
20240210,2024-02-10,2024,1,2,February,6,224,194,580613.45,523439.14,2336.78,231,198,182,17,7.36,45073.78,195.12,5.15,0.0
20220904,2022-09-04,2022,3,9,September,35,283,230,689199.74,624374.64,2206.27,325,271,243,29,8.92,64086.19,197.19,4.89,0.05
20220329,2022-03-29,2022,1,3,March,13,234,198,569763.57,508894.25,2174.76,239,209,191,20,8.37,43579.73,182.34,4.9,0.0
20231126,2023-11-26,2023,4,11,November,47,734,607,1906685.64,1726646.52,2352.38,715,598,542,57,7.97,135237.26,189.14,4.86,0.03
20220627,2022-06-27,2022,2,6,June,26,279,225,664058.32,609163.11,2183.38,234,196,185,11,4.7,47258.35,201.96,4.8,-0.01
20251102,2025-11-02,2025,4,11,November,44,701,565,1740215.05,1584795.63,2260.76,633,528,487,42,6.64,126746.61,200.23,5.09,-0.0
20231120,2023-11-20,2023,4,11,November,47,755,623,1770528.81,1622449.66,2148.94,685,573,539,35,5.11,134181.07,195.88,4.87,-0.07
20240829,2024-08-29,2024,3,8,August,35,287,235,675926.3,607578.8,2117.0,276,228,215,15,5.43,55593.57,201.43,4.95,-0.07
20231016,2023-10-16,2023,4,10,October,42,556,455,1431372.01,1306962.67,2350.65,543,446,409,37,6.81,108842.51,200.45,4.9,-0.03
20241104,2024-11-04,2024,4,11,November,45,731,602,1894312.36,1715809.24,2347.21,684,577,531,47,6.87,135374.76,197.92,5.0,0.04
20230815,2023-08-15,2023,3,8,August,33,278,230,712291.61,653253.2,2349.83,300,269,251,18,6.0,55695.15,185.65,4.89,0.03
20251013,2025-10-13,2025,4,10,October,42,556,457,1410812.9,1287433.05,2315.53,539,433,403,31,5.75,110948.96,205.84,4.75,-0.05
20220728,2022-07-28,2022,3,7,July,30,301,246,751469.07,685511.03,2277.45,298,245,223,23,7.72,62442.01,209.54,5.14,-0.03
20221025,2022-10-25,2022,4,10,October,43,556,465,1510140.72,1367855.9,2460.17,588,501,453,49,8.33,114779.65,195.2,5.03,0.09
20240621,2024-06-21,2024,2,6,June,25,259,207,574394.85,515837.89,1991.65,258,212,196,17,6.59,49957.82,193.63,4.93,0.05
20241025,2024-10-25,2024,4,10,October,43,568,482,1351209.09,1221965.11,2151.35,585,482,429,55,9.4,114312.19,195.41,5.06,0.07
20220305,2022-03-05,2022,1,3,March,9,230,190,549186.68,494914.18,2151.8,228,192,179,13,5.7,44410.93,194.78,4.79,-0.02
20230908,2023-09-08,2023,3,9,September,36,307,258,760096.38,693696.95,2259.6,334,283,255,29,8.68,64500.34,193.11,4.99,0.05
20231223,2023-12-23,2023,4,12,December,51,441,349,1089195.72,980606.94,2223.6,440,368,342,26,5.91,84715.81,192.54,4.83,-0.05
20240305,2024-03-05,2024,1,3,March,10,235,197,608886.05,541368.94,2303.7,252,207,195,13,5.16,47575.93,188.79,4.94,-0.01
20250113,2025-01-13,2025,1,1,January,3,234,200,590911.76,540218.35,2308.63,209,180,172,9,4.31,40053.49,191.64,4.79,-0.08
20220506,2022-05-06,2022,2,5,May,18,251,207,646921.83,591744.16,2357.55,243,207,191,16,6.58,46397.71,190.94,4.96,-0.05
20250512,2025-05-12,2025,2,5,May,20,249,193,602655.54,544381.72,2186.27,254,213,194,20,7.87,55157.3,217.15,5.11,0.03
20251126,2025-11-26,2025,4,11,November,48,737,592,1794994.06,1626502.83,2206.92,719,611,571,42,5.84,138266.53,192.3,4.87,-0.03
20240509,2024-05-09,2024,2,5,May,19,236,196,640131.83,574069.45,2432.5,255,214,197,18,7.06,48474.34,190.1,4.47,-0.09
20241005,2024-10-05,2024,4,10,October,40,574,465,1486551.33,1338814.72,2332.43,595,507,474,33,5.55,117012.5,196.66,4.9,-0.0
20240215,2024-02-15,2024,1,2,February,7,211,167,485870.81,434533.67,2059.4,201,162,150,12,5.97,37207.77,185.11,4.59,-0.08
20230618,2023-06-18,2023,2,6,June,24,250,191,650687.32,591291.5,2365.17,259,219,205,16,6.18,51903.76,200.4,5.0,0.0
20250930,2025-09-30,2025,3,9,September,40,292,253,704245.65,642374.0,2199.91,299,243,232,11,3.68,56979.86,190.57,4.56,-0.08
20251109,2025-11-09,2025,4,11,November,45,712,566,1691209.76,1544581.46,2169.36,715,589,551,40,5.59,142302.56,199.02,4.94,-0.02
20250710,2025-07-10,2025,3,7,July,28,278,229,689460.87,630526.04,2268.08,286,242,220,25,8.74,55768.32,194.99,4.93,0.05
20240910,2024-09-10,2024,3,9,September,37,308,260,803056.77,726396.05,2358.43,308,256,242,15,4.87,59899.12,194.48,4.55,-0.05
20221119,2022-11-19,2022,4,11,November,46,747,602,1851584.99,1668222.61,2233.23,733,608,552,57,7.78,146286.67,199.57,4.98,0.01
20250711,2025-07-11,2025,3,7,July,28,276,218,658449.12,594334.33,2153.39,293,250,233,17,5.8,59144.81,201.86,5.03,-0.02
20231210,2023-12-10,2023,4,12,December,49,428,354,1013799.3,915254.09,2138.44,462,388,363,26,5.63,96850.44,209.63,5.12,-0.02
20220201,2022-02-01,2022,1,2,February,5,230,188,561927.1,510646.81,2220.2,227,191,166,25,11.01,47127.74,207.61,4.99,0.11
20240713,2024-07-13,2024,3,7,July,28,260,214,687825.51,624748.26,2402.88,269,223,194,31,11.52,50099.07,186.24,4.74,0.12
20241031,2024-10-31,2024,4,10,October,44,597,492,1565686.37,1429527.69,2394.52,550,457,422,36,6.55,108587.04,197.43,4.83,-0.0
20220916,2022-09-16,2022,3,9,September,37,295,261,648021.89,592684.29,2009.1,285,250,232,18,6.32,58607.46,205.64,5.03,-0.02
20241218,2024-12-18,2024,4,12,December,51,472,387,1177203.25,1074857.72,2277.24,468,392,353,41,8.76,94404.86,201.72,5.07,0.0
20250404,2025-04-04,2025,2,4,April,14,232,181,585172.63,531897.28,2292.66,241,199,186,13,5.39,48081.32,199.51,4.83,0.0
20240322,2024-03-22,2024,1,3,March,12,235,205,606063.2,554467.78,2359.44,241,209,183,28,11.62,45913.61,190.51,4.74,0.12
20241108,2024-11-08,2024,4,11,November,45,723,607,1922117.99,1741044.04,2408.08,699,583,532,52,7.44,140748.36,201.36,4.99,0.03
20230602,2023-06-02,2023,2,6,June,22,253,204,657719.8,603384.63,2384.92,248,212,188,24,9.68,47867.72,193.02,4.79,0.02
20220603,2022-06-03,2022,2,6,June,22,242,198,615377.13,562162.27,2322.98,236,199,177,22,9.32,47710.17,202.16,5.03,0.07
20250402,2025-04-02,2025,2,4,April,14,270,214,675598.1,612877.81,2269.92,243,211,198,14,5.76,46155.49,189.94,4.97,-0.05
20230102,2023-01-02,2023,1,1,January,1,199,155,483996.22,438657.53,2204.31,297,252,225,27,9.09,56917.05,191.64,4.96,0.06
20250802,2025-08-02,2025,3,8,August,31,305,248,768054.49,693138.1,2272.58,301,252,231,22,7.31,57940.26,192.49,4.8,0.03
20240316,2024-03-16,2024,1,3,March,11,263,211,646218.04,592803.3,2254.0,245,204,175,29,11.84,46270.09,188.86,4.89,0.11
20240722,2024-07-22,2024,3,7,July,30,272,222,652788.8,600164.13,2206.49,271,233,213,21,7.75,54548.22,201.28,4.99,0.0
20230919,2023-09-19,2023,3,9,September,38,306,257,705644.94,636652.24,2080.56,323,262,242,20,6.19,62794.14,194.41,4.81,-0.02
20221104,2022-11-04,2022,4,11,November,44,732,588,1902611.2,1716668.05,2345.17,721,601,555,47,6.52,139112.79,192.94,4.98,0.01
20241013,2024-10-13,2024,4,10,October,41,595,469,1514541.57,1380471.52,2320.12,526,437,396,41,7.79,101644.21,193.24,4.89,0.04
20250225,2025-02-25,2025,1,2,February,9,211,180,475522.54,435061.5,2061.9,206,174,164,10,4.85,40342.14,195.84,4.69,-0.05
20230818,2023-08-18,2023,3,8,August,33,280,224,712281.21,649840.28,2320.86,300,260,243,18,6.0,56634.11,188.78,4.73,-0.04
20230125,2023-01-25,2023,1,1,January,4,246,196,657885.6,593881.83,2414.15,219,184,173,11,5.02,42420.55,193.7,4.79,-0.03
20230512,2023-05-12,2023,2,5,May,19,292,235,648511.07,585789.23,2006.13,268,231,209,23,8.58,53236.52,198.64,5.16,0.07
20230510,2023-05-10,2023,2,5,May,19,251,207,601294.97,538233.28,2144.36,243,199,183,16,6.58,49312.91,202.93,5.06,0.02
20220414,2022-04-14,2022,2,4,April,15,254,218,559592.27,509425.02,2005.61,280,233,215,21,7.5,56704.91,202.52,5.15,0.03
20220731,2022-07-31,2022,3,7,July,30,275,222,658140.19,588090.55,2138.51,269,228,210,18,6.69,55710.58,207.1,5.14,0.01
20250803,2025-08-03,2025,3,8,August,31,319,272,805478.65,730329.61,2289.43,278,230,216,14,5.04,51333.47,184.65,4.93,-0.04
20240905,2024-09-05,2024,3,9,September,36,317,271,771034.2,706744.84,2229.48,315,264,240,25,7.94,61826.06,196.27,4.95,0.04
20230430,2023-04-30,2023,2,4,April,17,275,229,729804.98,652369.16,2372.25,255,224,204,22,8.63,50453.81,197.86,5.01,0.05
20221010,2022-10-10,2022,4,10,October,41,588,461,1584714.05,1425177.15,2423.77,558,462,417,45,8.06,105045.67,188.25,4.93,0.05
20250729,2025-07-29,2025,3,7,July,31,286,228,686103.31,616938.61,2157.13,279,245,227,19,6.81,53861.78,193.05,4.85,-0.04
20250424,2025-04-24,2025,2,4,April,17,276,222,718169.28,661656.38,2397.31,243,205,184,21,8.64,47445.2,195.25,4.77,0.08
20220805,2022-08-05,2022,3,8,August,31,295,241,768884.35,693410.09,2350.54,295,245,224,24,8.14,55877.34,189.41,4.91,0.04
20250423,2025-04-23,2025,2,4,April,17,267,220,683925.59,616835.69,2310.25,249,209,191,19,7.63,52990.7,212.81,5.1,0.01
20230402,2023-04-02,2023,2,4,April,13,263,221,704153.18,641547.58,2439.34,245,214,205,11,4.49,45071.56,183.97,4.69,-0.07
20220309,2022-03-09,2022,1,3,March,10,240,205,569577.04,517625.19,2156.77,266,220,200,21,7.89,55768.56,209.66,5.14,0.0
20230421,2023-04-21,2023,2,4,April,16,285,235,650378.5,589357.92,2067.92,238,205,187,18,7.56,47065.95,197.76,4.93,-0.04
20250129,2025-01-29,2025,1,1,January,5,207,169,560027.31,507578.62,2452.07,233,201,192,10,4.29,46548.55,199.78,5.0,-0.05
20230207,2023-02-07,2023,1,2,February,6,206,175,533972.12,493727.58,2396.74,190,154,143,11,5.79,39957.91,210.3,4.94,-0.05
20251026,2025-10-26,2025,4,10,October,43,574,467,1403379.62,1270629.33,2213.64,573,489,456,34,5.93,113129.7,197.43,4.94,0.0
20220922,2022-09-22,2022,3,9,September,38,311,256,776309.49,702391.73,2258.49,295,247,229,18,6.1,56709.67,192.24,4.75,0.01
20230511,2023-05-11,2023,2,5,May,19,261,205,614291.01,561193.25,2150.17,255,213,197,17,6.67,49226.21,193.04,4.84,0.03
20250701,2025-07-01,2025,3,7,July,27,267,217,663074.76,605540.33,2267.94,241,204,189,17,7.05,47982.26,199.1,4.91,-0.0
20220905,2022-09-05,2022,3,9,September,36,305,252,675051.49,613752.03,2012.3,292,257,234,24,8.22,57972.6,198.54,4.92,0.08
20221105,2022-11-05,2022,4,11,November,44,732,597,1824542.76,1665286.65,2274.98,734,619,567,53,7.22,148136.85,201.82,5.05,-0.02
20220919,2022-09-19,2022,3,9,September,38,292,237,762427.35,691944.86,2369.67,301,241,227,15,4.98,57524.98,191.11,4.78,-0.06
20220111,2022-01-11,2022,1,1,January,2,248,205,583515.79,520214.59,2097.64,243,208,187,21,8.64,46175.64,190.02,4.84,0.01
20240831,2024-08-31,2024,3,8,August,35,299,255,689788.95,627212.32,2097.7,316,259,237,23,7.28,61315.28,194.04,4.71,0.01
20240901,2024-09-01,2024,3,9,September,35,303,262,740688.59,663664.7,2190.31,307,253,232,21,6.84,58012.77,188.97,4.77,0.03
20240416,2024-04-16,2024,2,4,April,16,259,210,638107.32,568456.28,2194.81,234,202,181,21,8.97,44381.06,189.66,5.0,0.05
20240209,2024-02-09,2024,1,2,February,6,219,176,640430.02,591504.02,2700.93,195,160,146,15,7.69,37525.02,192.44,4.86,0.07
20240915,2024-09-15,2024,3,9,September,37,312,259,796685.94,723390.51,2318.56,295,247,236,12,4.07,57006.85,193.24,4.9,-0.09
20250730,2025-07-30,2025,3,7,July,31,283,234,658501.68,601559.87,2125.65,285,238,224,15,5.26,57048.02,200.17,5.09,-0.0
20250215,2025-02-15,2025,1,2,February,7,230,182,561906.6,508929.12,2212.74,240,195,180,18,7.5,45905.38,191.27,4.71,-0.04
20230626,2023-06-26,2023,2,6,June,26,264,221,640494.72,584701.55,2214.78,252,209,196,13,5.16,45406.22,180.18,4.76,-0.06
20240321,2024-03-21,2024,1,3,March,12,210,164,536371.99,489158.11,2329.32,229,195,173,23,10.04,45749.1,199.78,5.1,0.1
20250216,2025-02-16,2025,1,2,February,7,194,157,534694.95,483395.32,2491.73,233,203,178,25,10.73,42532.69,182.54,5.05,0.1
20250827,2025-08-27,2025,3,8,August,35,299,234,711878.22,653501.14,2185.62,282,236,212,24,8.51,58292.11,206.71,5.2,-0.01
20230401,2023-04-01,2023,2,4,April,13,251,211,601174.19,542463.69,2161.21,253,212,191,22,8.7,52883.94,209.03,5.3,-0.03
20230617,2023-06-17,2023,2,6,June,24,276,238,728659.31,653951.29,2369.39,246,198,188,11,4.47,51373.13,208.83,4.73,-0.01
20220507,2022-05-07,2022,2,5,May,18,266,217,675154.19,609891.82,2292.83,259,218,205,13,5.02,52955.29,204.46,4.92,-0.02
20220609,2022-06-09,2022,2,6,June,23,266,217,650160.93,588570.78,2212.67,266,226,211,16,6.02,52209.64,196.28,5.0,0.01
20230711,2023-07-11,2023,3,7,July,28,274,224,659463.03,598310.46,2183.61,280,228,210,19,6.79,56701.57,202.51,4.76,-0.01
20250604,2025-06-04,2025,2,6,June,23,259,206,624646.82,565636.46,2183.92,257,223,208,15,5.84,50144.77,195.12,4.76,-0.03
20221224,2022-12-24,2022,4,12,December,51,420,340,1027223.27,923221.79,2198.15,446,375,348,27,6.05,87077.61,195.24,4.92,-0.09
20220205,2022-02-05,2022,1,2,February,5,214,175,546271.44,499289.27,2333.13,206,170,161,9,4.37,41822.68,203.02,4.82,-0.07
20230427,2023-04-27,2023,2,4,April,17,272,225,747735.76,678429.3,2494.23,258,218,188,31,12.02,52413.77,203.15,5.25,0.15
20250315,2025-03-15,2025,1,3,March,11,236,196,549517.24,497621.55,2108.57,249,211,195,17,6.83,53644.42,215.44,5.2,-0.04
20220524,2022-05-24,2022,2,5,May,21,270,226,662169.63,599210.18,2219.3,272,234,213,23,8.46,54221.73,199.34,4.85,0.1
20250222,2025-02-22,2025,1,2,February,8,222,190,544833.32,496930.61,2238.43,220,189,170,19,8.64,43752.89,198.88,4.91,0.0
20220720,2022-07-20,2022,3,7,July,29,278,221,611708.2,565529.63,2034.28,295,246,231,19,6.44,55621.73,188.55,4.85,-0.02
20220207,2022-02-07,2022,1,2,February,6,204,161,504402.92,461133.04,2260.46,191,161,142,19,9.95,38290.77,200.48,5.09,0.1
20240306,2024-03-06,2024,1,3,March,10,233,188,610350.66,544839.12,2338.37,249,223,206,17,6.83,50434.73,202.55,4.91,-0.01
20240525,2024-05-25,2024,2,5,May,21,248,194,642719.42,581235.21,2343.69,267,232,211,21,7.87,50672.88,189.79,4.97,0.06
20241223,2024-12-23,2024,4,12,December,52,483,392,1196699.14,1082652.44,2241.52,436,379,348,31,7.11,80715.27,185.13,4.75,0.0
20240720,2024-07-20,2024,3,7,July,29,265,218,716977.62,650662.86,2455.33,301,252,236,17,5.65,65012.98,215.99,5.03,-0.01
20220910,2022-09-10,2022,3,9,September,36,306,246,800070.91,726712.12,2374.88,282,233,213,20,7.09,54371.72,192.81,4.99,0.02
20240528,2024-05-28,2024,2,5,May,22,261,218,643393.67,585809.65,2244.48,268,233,218,16,5.97,51231.88,191.16,4.84,-0.05
20220523,2022-05-23,2022,2,5,May,21,263,204,608733.67,553437.42,2104.32,268,213,196,17,6.34,51471.36,192.06,4.86,-0.04
20250609,2025-06-09,2025,2,6,June,24,272,223,690086.35,625581.74,2299.93,269,225,205,20,7.43,51303.1,190.72,4.92,-0.02
20220924,2022-09-24,2022,3,9,September,38,292,243,792164.27,725277.07,2483.83,319,262,246,19,5.96,68430.9,214.52,5.19,-0.01
20220929,2022-09-29,2022,3,9,September,39,303,248,796313.08,725271.43,2393.64,303,257,238,19,6.27,64237.19,212.0,4.99,-0.01
20240202,2024-02-02,2024,1,2,February,5,198,169,494032.3,448492.03,2265.11,220,191,173,20,9.09,47303.99,215.02,5.1,-0.01
20220820,2022-08-20,2022,3,8,August,33,299,254,715416.68,653236.33,2184.74,306,257,238,20,6.54,62380.79,203.86,4.93,-0.03
20220209,2022-02-09,2022,1,2,February,6,199,159,517476.03,466579.04,2344.62,201,172,161,11,5.47,39398.76,196.01,4.85,-0.08
20230523,2023-05-23,2023,2,5,May,21,269,222,686890.12,626042.69,2327.3,267,222,204,18,6.74,55352.75,207.31,4.85,0.0
20230126,2023-01-26,2023,1,1,January,4,214,174,522011.57,473073.21,2210.62,257,213,189,24,9.34,49494.49,192.59,5.14,0.09
20231001,2023-10-01,2023,4,10,October,39,552,453,1386404.33,1255162.89,2273.85,357,309,276,33,9.24,71430.13,200.08,5.21,0.02
20240312,2024-03-12,2024,1,3,March,11,234,201,615516.13,558218.59,2385.55,236,200,184,16,6.78,44681.79,189.33,5.21,0.01
20250102,2025-01-02,2025,1,1,January,1,237,185,547005.85,497105.78,2097.49,316,267,248,20,6.33,63416.26,200.68,4.83,-0.03
20250330,2025-03-30,2025,1,3,March,13,237,197,534214.57,478104.52,2017.32,260,216,201,16,6.15,51776.6,199.14,4.91,-0.02
20230416,2023-04-16,2023,2,4,April,15,270,218,685556.05,627865.38,2325.43,259,222,207,16,6.18,52901.87,204.25,4.54,-0.02
20220411,2022-04-11,2022,2,4,April,15,253,209,699400.48,636904.74,2517.41,248,211,194,18,7.26,52456.78,211.52,5.16,0.0
20250521,2025-05-21,2025,2,5,May,21,259,216,658771.43,604496.82,2333.96,275,239,228,12,4.36,54557.55,198.39,4.92,-0.12
20230216,2023-02-16,2023,1,2,February,7,190,159,472305.22,426390.02,2244.16,215,184,164,21,9.77,41476.68,192.91,5.12,0.04
20250530,2025-05-30,2025,2,5,May,22,313,253,752189.99,680686.06,2174.72,245,204,191,14,5.71,49818.37,203.34,5.19,0.07
20230417,2023-04-17,2023,2,4,April,16,259,217,615243.6,555101.76,2143.25,257,210,198,13,5.06,48101.63,187.17,4.7,-0.08
20250611,2025-06-11,2025,2,6,June,24,242,193,614734.67,551807.41,2280.2,235,198,182,18,7.66,49517.3,210.71,5.11,0.02
20220623,2022-06-23,2022,2,6,June,25,261,213,617498.08,556706.47,2132.97,256,208,196,12,4.69,51452.42,200.99,5.09,-0.09
20240703,2024-07-03,2024,3,7,July,27,283,236,633090.43,572434.99,2022.74,281,226,209,18,6.41,53281.23,189.61,4.78,-0.06
20220816,2022-08-16,2022,3,8,August,33,302,250,774169.72,706455.49,2339.26,287,239,213,27,9.41,56163.45,195.69,5.0,0.05
20220510,2022-05-10,2022,2,5,May,19,268,217,630301.87,571089.77,2130.93,275,224,210,16,5.82,53171.6,193.35,5.0,0.04
20250116,2025-01-16,2025,1,1,January,3,236,200,647839.57,581213.77,2462.77,223,196,180,16,7.17,47876.98,214.69,5.25,-0.02
20250422,2025-04-22,2025,2,4,April,17,250,205,581805.26,520864.12,2083.46,268,225,214,12,4.48,52877.7,197.3,4.92,-0.1
20220830,2022-08-30,2022,3,8,August,35,302,242,820638.78,742775.94,2459.52,275,223,197,26,9.45,53968.44,196.25,4.87,0.07
20230810,2023-08-10,2023,3,8,August,32,298,250,731284.28,666794.82,2237.57,294,242,225,17,5.78,57136.18,194.34,5.01,-0.02
20220115,2022-01-15,2022,1,1,January,2,218,177,540190.91,490519.58,2250.09,207,169,152,17,8.21,36939.68,178.45,4.53,0.04
20220323,2022-03-23,2022,1,3,March,12,237,207,644927.73,580424.54,2449.05,259,221,206,18,6.95,49395.3,190.72,5.11,0.02
20240801,2024-08-01,2024,3,8,August,31,286,233,674905.47,604242.07,2112.73,277,230,208,23,8.3,55557.83,200.57,5.06,-0.0
20230131,2023-01-31,2023,1,1,January,5,227,189,597527.65,541288.39,2384.53,246,211,194,17,6.91,48812.04,198.42,4.76,-0.01
20230204,2023-02-04,2023,1,2,February,5,226,187,567951.83,512980.45,2269.83,182,161,150,11,6.04,33244.45,182.66,4.9,0.0
20240906,2024-09-06,2024,3,9,September,36,315,258,772032.95,695364.36,2207.51,334,275,253,22,6.59,64732.05,193.81,4.82,0.0
20250212,2025-02-12,2025,1,2,February,7,198,156,492263.25,457416.41,2310.18,199,170,147,23,11.56,40264.61,202.33,4.92,0.06
20250414,2025-04-14,2025,2,4,April,16,250,205,689694.69,627883.64,2511.53,241,202,182,21,8.71,48511.22,201.29,4.95,-0.02
20231009,2023-10-09,2023,4,10,October,41,557,463,1495226.04,1359511.2,2440.77,540,448,402,48,8.89,104468.53,193.46,4.85,0.03
20240307,2024-03-07,2024,1,3,March,10,232,193,537117.15,489898.99,2111.63,220,186,171,15,6.82,43814.08,199.15,5.01,0.01
20241116,2024-11-16,2024,4,11,November,46,714,598,1828120.13,1648146.57,2308.33,713,606,554,52,7.29,147522.69,206.9,5.16,0.0
20250916,2025-09-16,2025,3,9,September,38,344,285,872183.13,790041.52,2296.63,342,290,274,16,4.68,65001.21,190.06,4.67,-0.08
20241126,2024-11-26,2024,4,11,November,48,699,581,1821617.18,1661323.0,2376.71,696,589,531,62,8.91,136475.97,196.09,4.89,0.06
