date_key,full_date,year,quarter,month,month_name,week_of_year,total_orders,delivered_orders,gross_revenue,net_revenue,avg_order_value,total_shipments,delivered_shipments,on_time_shipments,shipping_cost,avg_shipping_cost,sla_breach_shipments,sla_breach_pct,avg_transit_days,avg_delay_days
20230206,2023-02-06,2023,1,2,February,6,191,158,431619.24,394155.47,2063.6412041884814,192,172,172,34415.85,179.24921874999998,20,10.42,4.552083333333333,0.08333333333333333
20230207,2023-02-07,2023,1,2,February,6,206,175,533972.1199999999,493727.5800000001,2396.735825242719,202,187,187,39635.16,196.21366336633665,15,7.43,5.1683168316831685,0.01485148514851485
20230208,2023-02-08,2023,1,2,February,6,197,161,570228.83,511561.98999999993,2596.7613705583753,187,173,173,36111.00000000001,193.1069518716578,14,7.49,5.026737967914438,0.08021390374331551
20230209,2023-02-09,2023,1,2,February,6,214,170,501836.32000000007,462633.81,2161.84023364486,167,148,148,35009.84,209.63976047904188,19,11.38,5.25748502994012,0.10778443113772455
20230210,2023-02-10,2023,1,2,February,6,211,179,461460.86,422686.8300000001,2003.2551184834126,208,196,196,44401.98,213.4710576923077,12,5.77,4.9951923076923075,0.014423076923076924
20230211,2023-02-11,2023,1,2,February,6,213,167,544347.8099999999,497022.51,2333.439014084507,177,156,156,33039.649999999994,186.66468926553668,21,11.86,5.045197740112994,0.12429378531073447
20230212,2023-02-12,2023,1,2,February,6,222,189,543709.2999999999,486191.37999999995,2190.051261261261,201,190,190,40462.32,201.30507462686566,11,5.47,5.019900497512438,-0.03482587064676617
20230213,2023-02-13,2023,1,2,February,7,218,185,518977.03,471519.70999999996,2162.9344495412843,196,179,179,42567.920000000006,217.18326530612248,17,8.67,5.1479591836734695,0.09693877551020408
20230214,2023-02-14,2023,1,2,February,7,210,161,551311.1599999999,498254.9200000001,2372.642476190477,190,172,172,38443.58,202.33463157894738,18,9.47,4.873684210526315,0.12631578947368421
20230215,2023-02-15,2023,1,2,February,7,242,200,591752.6300000001,538891.41,2226.824008264463,195,186,186,41288.98999999999,211.73841025641022,9,4.62,5.241025641025641,-0.020512820512820513
20230216,2023-02-16,2023,1,2,February,7,190,159,472305.22000000003,426390.0199999999,2244.1579999999994,203,183,183,42136.68000000001,207.5698522167488,20,9.85,5.1330049261083746,0.09359605911330049
20230217,2023-02-17,2023,1,2,February,7,197,159,487567.48999999993,443660.64999999997,2252.0845177664974,196,181,181,40940.85,208.88188775510204,15,7.65,5.071428571428571,0.03571428571428571
20230218,2023-02-18,2023,1,2,February,7,214,183,550971.41,495872.8700000001,2317.1629439252342,192,172,172,42036.47000000001,218.9399479166667,20,10.42,5.322916666666667,0.057291666666666664
20230219,2023-02-19,2023,1,2,February,7,221,173,528198.94,476597.3199999999,2156.5489592760177,188,176,176,37432.86,199.11095744680853,12,6.38,4.946808510638298,0.02127659574468085
20230220,2023-02-20,2023,1,2,February,8,232,204,569145.71,518922.44000000006,2236.734655172414,196,179,179,36678.39,187.13464285714286,17,8.67,4.969387755102041,0.0663265306122449
20230221,2023-02-21,2023,1,2,February,8,218,170,481284.1999999999,434447.86,1992.8800917431192,183,172,172,35751.55,195.3636612021858,11,6.01,4.9890710382513666,-0.00546448087431694
20230222,2023-02-22,2023,1,2,February,8,224,184,572607.42,517868.58999999985,2311.913348214285,206,185,185,38339.969999999994,186.11635922330095,21,10.19,4.936893203883495,0.07766990291262135
20230223,2023-02-23,2023,1,2,February,8,216,167,503069.86,456319.45999999996,2112.5900925925926,195,170,170,39866.909999999996,204.4456923076923,25,12.82,5.076923076923077,0.11794871794871795
20230224,2023-02-24,2023,1,2,February,8,207,183,536267.7200000001,474704.70999999996,2293.2594685990334,195,183,183,37677.509999999995,193.21799999999996,12,6.15,4.907692307692308,0.020512820512820513
20230225,2023-02-25,2023,1,2,February,8,225,192,544926.22,500021.92000000004,2222.3196444444447,183,172,172,34156.03999999999,186.64502732240433,11,6.01,5.1256830601092895,-0.01639344262295082
20230226,2023-02-26,2023,1,2,February,8,210,173,556724.7300000001,502226.2,2391.5533333333333,210,193,193,40841.39,194.48280952380952,17,8.1,4.947619047619048,0.023809523809523808
20230227,2023-02-27,2023,1,2,February,9,229,188,559954.28,501551.98000000004,2190.1833187772927,186,172,172,35304.130000000005,189.80715053763444,14,7.53,4.940860215053763,-0.016129032258064516
20230228,2023-02-28,2023,1,2,February,9,207,179,496988.07000000007,451496.03000000014,2181.1402415458942,184,167,167,36339.03,197.49472826086955,17,9.24,5.326086956521739,0.09239130434782608
20230301,2023-03-01,2023,1,3,March,9,258,223,622050.7200000001,561720.74,2177.2121705426357,207,193,193,38770.65000000001,187.29782608695658,14,6.76,4.666666666666667,-0.00966183574879227
20230302,2023-03-02,2023,1,3,March,9,234,187,575598.93,515176.87,2201.6105555555555,183,168,168,38527.09999999999,210.53060109289612,15,8.2,4.7650273224043715,0.00546448087431694
20230303,2023-03-03,2023,1,3,March,9,251,216,673684.3500000002,606648.87,2416.9277689243027,219,199,199,46962.850000000006,214.4422374429224,20,9.13,5.410958904109589,0.0776255707762557
20230304,2023-03-04,2023,1,3,March,9,241,184,579486.3999999999,520262.69000000006,2158.7663485477183,238,217,217,44076.869999999995,185.1969327731092,21,8.82,5.147058823529412,0.06722689075630252
20230305,2023-03-05,2023,1,3,March,9,245,201,591106.6699999999,539564.33,2202.303387755102,224,210,210,43468.979999999996,194.0579464285714,14,6.25,4.473214285714286,0.0
20230306,2023-03-06,2023,1,3,March,10,235,188,622849.23,568243.1499999999,2418.055957446808,209,193,193,39648.0,189.70334928229664,16,7.66,4.732057416267943,0.028708133971291867
20230307,2023-03-07,2023,1,3,March,10,224,186,563524.1499999999,503115.6099999999,2246.0518303571425,199,188,188,38939.62000000001,195.67648241206035,11,5.53,4.894472361809045,-0.03015075376884422
20230308,2023-03-08,2023,1,3,March,10,242,209,637197.29,580396.41,2398.332272727273,231,210,210,44231.49,191.4783116883117,21,9.09,4.666666666666667,0.06060606060606061
20230309,2023-03-09,2023,1,3,March,10,227,186,486530.83999999997,445832.03,1964.0177533039648,216,196,196,43119.35,199.62662037037038,20,9.26,5.166666666666667,0.08333333333333333
20230310,2023-03-10,2023,1,3,March,10,217,175,537672.06,484628.86,2233.3127188940093,193,177,177,35332.030000000006,183.0675129533679,16,8.29,4.849740932642487,0.03626943005181347
20230311,2023-03-11,2023,1,3,March,10,230,186,569280.88,508152.1200000001,2209.3570434782614,203,186,186,41673.58,205.28857142857143,17,8.37,5.088669950738916,0.009852216748768473
20230312,2023-03-12,2023,1,3,March,10,231,196,577092.03,526318.59,2278.4354545454544,206,190,190,39272.18,190.64165048543688,16,7.77,4.898058252427185,-0.014563106796116505
20230313,2023-03-13,2023,1,3,March,11,239,203,619833.4000000001,556236.47,2327.3492468619247,202,186,186,39056.37,193.3483663366337,16,7.92,4.732673267326732,0.01485148514851485
20230314,2023-03-14,2023,1,3,March,11,229,194,517968.1499999999,472977.47,2065.4037991266373,199,186,186,40045.06000000001,201.23145728643223,13,6.53,4.914572864321608,0.02512562814070352
20230315,2023-03-15,2023,1,3,March,11,241,198,643641.21,586695.97,2434.4231120331947,211,201,201,41978.83,198.9518009478673,10,4.74,5.1753554502369665,-0.009478672985781991
20230316,2023-03-16,2023,1,3,March,11,247,207,549721.1499999999,498634.77,2018.764251012146,243,220,220,47848.990000000005,196.90942386831279,23,9.47,5.053497942386831,0.07407407407407407
20230317,2023-03-17,2023,1,3,March,11,250,203,691364.3499999999,620498.31,2481.9932400000002,216,202,202,41365.090000000004,191.5050462962963,14,6.48,4.907407407407407,0.027777777777777776
20230318,2023-03-18,2023,1,3,March,11,277,222,768956.21,699641.2899999999,2525.7808303249094,204,188,188,44170.71,216.52308823529413,16,7.84,5.240196078431373,0.04411764705882353
20230319,2023-03-19,2023,1,3,March,11,245,202,542827.0700000001,499761.99000000005,2039.8448571428573,234,216,216,44739.59,191.19482905982903,18,7.69,4.944444444444445,0.05555555555555555
20230320,2023-03-20,2023,1,3,March,12,221,178,542351.64,495450.89999999997,2241.8592760180995,244,223,223,47003.619999999995,192.63778688524587,21,8.61,4.942622950819672,0.05327868852459016
20230321,2023-03-21,2023,1,3,March,12,249,198,571828.7300000001,510871.6699999999,2051.693453815261,214,203,203,42506.520000000004,198.62859813084114,11,5.14,4.957943925233645,-0.018691588785046728
20230322,2023-03-22,2023,1,3,March,12,243,196,636264.24,576274.1100000001,2371.498395061729,205,189,189,43250.909999999996,210.98004878048778,16,7.8,4.970731707317073,0.04878048780487805
20230323,2023-03-23,2023,1,3,March,12,215,180,554467.3999999999,504287.27,2345.5221860465117,208,185,185,40032.07000000001,192.46187500000002,23,11.06,4.783653846153846,0.1346153846153846
20230324,2023-03-24,2023,1,3,March,12,246,205,603497.62,549181.8500000001,2232.4465447154475,207,193,193,38397.57,185.4955072463768,14,6.76,4.763285024154589,0.024154589371980676
20230325,2023-03-25,2023,1,3,March,12,242,189,598251.6000000001,547153.18,2260.9635537190084,187,169,169,38904.020000000004,208.04288770053478,18,9.63,5.106951871657754,0.06951871657754011
20230326,2023-03-26,2023,1,3,March,12,244,197,584721.42,531573.54,2178.580081967213,240,221,221,43825.31999999999,182.60549999999998,19,7.92,4.891666666666667,0.04583333333333333
20230327,2023-03-27,2023,1,3,March,13,233,200,583052.3300000001,527588.0000000001,2264.326180257511,213,196,196,41654.479999999996,195.56093896713614,17,7.98,5.122065727699531,0.07511737089201878
20230328,2023-03-28,2023,1,3,March,13,255,212,590150.0900000001,542640.65,2128.002549019608,223,204,204,44843.01,201.08973094170403,19,8.52,5.022421524663677,0.008968609865470852
20230329,2023-03-29,2023,1,3,March,13,268,213,664914.0299999999,603618.62,2252.3082835820896,240,220,220,47285.939999999995,197.02474999999998,20,8.33,4.795833333333333,0.06666666666666667
20230330,2023-03-30,2023,1,3,March,13,248,197,608575.5,552238.1,2226.766532258064,214,200,200,42318.84,197.75158878504672,14,6.54,4.799065420560748,0.03271028037383177
20230331,2023-03-31,2023,1,3,March,13,227,189,546286.6100000001,491976.93000000005,2167.2992511013217,221,206,206,41576.43000000001,188.1286425339367,14,6.33,4.683257918552036,-0.02262443438914027
20230401,2023-04-01,2023,2,4,April,13,251,211,601174.19,542463.69,2161.209920318725,244,221,221,49492.369999999995,202.83758196721308,23,9.43,4.909836065573771,0.02459016393442623
20230402,2023-04-02,2023,2,4,April,13,263,221,704153.1799999998,641547.58,2439.3444106463876,218,196,196,43586.13999999999,199.9364220183486,22,10.09,5.105504587155964,0.12844036697247707
20230403,2023-04-03,2023,2,4,April,14,254,207,572318.18,520953.72,2050.9988976377954,254,231,231,47483.5,186.94291338582678,23,9.06,4.803149606299213,0.05905511811023622
20230404,2023-04-04,2023,2,4,April,14,243,199,680223.79,612670.0099999999,2521.275761316872,237,222,222,46693.060000000005,197.01713080168778,15,6.33,4.70464135021097,0.0379746835443038
20230405,2023-04-05,2023,2,4,April,14,229,187,590690.3600000001,537129.93,2345.5455458515285,208,191,191,42101.219999999994,202.40971153846152,17,8.17,4.923076923076923,0.07211538461538461
20230406,2023-04-06,2023,2,4,April,14,260,216,628899.52,572028.3500000001,2200.1090384615386,191,169,169,38274.18,200.3883769633508,22,11.52,5.099476439790576,0.14136125654450263
20230407,2023-04-07,2023,2,4,April,14,226,185,549563.02,493755.06000000006,2184.7569026548676,198,179,179,37459.73000000001,189.19055555555562,19,9.6,4.7272727272727275,0.050505050505050504
20230408,2023-04-08,2023,2,4,April,14,252,208,595920.2799999999,539183.44,2139.6168253968253,235,215,215,46285.36000000001,196.9589787234043,19,8.09,4.902127659574468,0.05531914893617021
20230409,2023-04-09,2023,2,4,April,14,250,212,611154.1199999999,554013.89,2216.0555600000002,200,181,181,38392.539999999986,191.96269999999993,19,9.5,4.81,0.095
20230410,2023-04-10,2023,2,4,April,15,266,225,630941.09,575186.3200000001,2162.3545864661655,212,199,199,41338.67,194.99372641509433,13,6.13,4.882075471698113,0.0330188679245283
20230411,2023-04-11,2023,2,4,April,15,228,189,523972.6400000001,475150.93999999994,2083.995350877193,248,221,221,52419.19,211.36770161290323,27,10.89,5.266129032258065,0.08870967741935484
20230412,2023-04-12,2023,2,4,April,15,268,219,677175.5499999999,613789.9500000001,2290.261007462687,215,195,195,41435.18,192.72176744186046,20,9.3,5.148837209302326,0.06976744186046512
20230413,2023-04-13,2023,2,4,April,15,233,188,525289.21,475995.17999999993,2042.897768240343,225,204,204,44033.200000000004,195.70311111111113,21,9.33,4.866666666666666,0.08444444444444445
20230414,2023-04-14,2023,2,4,April,15,250,209,611391.3999999999,550124.57,2200.49828,212,198,198,43475.2,205.07169811320753,14,6.6,5.193396226415095,0.014150943396226415
20230415,2023-04-15,2023,2,4,April,15,270,216,602536.1900000002,549376.2000000001,2034.726666666667,232,214,214,49066.38999999999,211.49306034482754,18,7.76,5.004310344827586,0.0
20230416,2023-04-16,2023,2,4,April,15,270,218,685556.0499999999,627865.3799999999,2325.427333333333,215,192,192,38549.770000000004,179.3012558139535,23,10.7,4.590697674418605,0.13488372093023257
20230417,2023-04-17,2023,2,4,April,16,259,217,615243.6000000001,555101.7600000001,2143.250038610039,279,248,248,54877.75000000001,196.69444444444446,31,11.11,5.154121863799283,0.12903225806451613
20230418,2023-04-18,2023,2,4,April,16,256,206,607947.62,545575.0700000001,2131.1526171875003,223,203,203,44078.64999999999,197.66210762331832,20,8.97,4.789237668161435,0.004484304932735426
20230419,2023-04-19,2023,2,4,April,16,233,189,594032.66,538884.25,2312.807939914163,237,217,217,46361.380000000005,195.6176371308017,20,8.44,5.0168776371308015,0.0379746835443038
20230420,2023-04-20,2023,2,4,April,16,264,212,654020.5,590063.2,2235.0878787878787,233,216,216,43112.56999999999,185.03248927038624,17,7.3,4.918454935622318,0.012875536480686695
20230421,2023-04-21,2023,2,4,April,16,285,235,650378.5000000001,589357.92,2067.9225263157896,231,209,209,48027.86,207.91281385281385,22,9.52,5.303030303030303,0.06060606060606061
20230422,2023-04-22,2023,2,4,April,16,261,213,659450.2299999999,602748.8300000001,2309.382490421456,232,215,215,44766.44000000001,192.95879310344833,17,7.33,4.948275862068965,0.10775862068965517
20230423,2023-04-23,2023,2,4,April,16,257,211,661441.73,579312.83,2254.135525291829,249,233,233,51377.14000000001,206.33389558232935,16,6.43,4.995983935742972,0.040160642570281124
20230424,2023-04-24,2023,2,4,April,17,261,211,654509.7400000001,586154.61,2245.803103448276,245,231,231,45518.03999999999,185.78791836734692,14,5.71,4.591836734693878,-0.00816326530612245
20230425,2023-04-25,2023,2,4,April,17,262,221,617392.9400000001,562485.3200000001,2146.890534351145,231,202,202,46653.32,201.96242424242425,29,12.55,5.333333333333333,0.13852813852813853
20230426,2023-04-26,2023,2,4,April,17,258,203,678646.98,610597.7500000001,2366.6579457364346,242,225,225,47336.31,195.6045867768595,17,7.02,4.847107438016529,0.03305785123966942
20230427,2023-04-27,2023,2,4,April,17,272,225,747735.76,678429.2999999999,2494.2253676470586,219,196,196,41240.32,188.31196347031963,23,10.5,4.963470319634703,0.1552511415525114
20230428,2023-04-28,2023,2,4,April,17,257,214,657176.5299999999,602235.04,2343.327003891051,224,210,210,41746.78,186.36955357142855,14,6.25,4.946428571428571,0.013392857142857142
20230429,2023-04-29,2023,2,4,April,17,252,207,653292.8200000001,586293.0700000001,2326.559801587302,238,225,225,48822.219999999994,205.13537815126048,13,5.46,5.42436974789916,-0.025210084033613446
20230430,2023-04-30,2023,2,4,April,17,275,229,729804.98,652369.16,2372.251490909091,225,210,210,47712.3,212.0546666666667,15,6.67,5.08,0.022222222222222223
20230501,2023-05-01,2023,2,5,May,18,276,226,699610.1300000001,637091.8399999999,2308.3037681159417,232,214,214,45663.93,196.8272844827586,18,7.76,5.047413793103448,0.0603448275862069
20230502,2023-05-02,2023,2,5,May,18,282,225,720890.07,658803.3300000001,2336.182021276596,240,222,222,47978.92999999999,199.9122083333333,18,7.5,4.8875,0.004166666666666667
20230503,2023-05-03,2023,2,5,May,18,261,210,651264.51,595826.9200000002,2282.861762452108,271,245,245,53831.24,198.6392619926199,26,9.59,5.18450184501845,0.06642066420664207
20230504,2023-05-04,2023,2,5,May,18,259,212,626504.8600000001,568085.6199999999,2193.380772200772,232,209,209,48577.59,209.38616379310344,23,9.91,5.0905172413793105,0.06896551724137931
20230505,2023-05-05,2023,2,5,May,18,253,205,611236.88,556374.03,2199.106837944664,242,223,223,48472.240000000005,200.29851239669424,19,7.85,5.206611570247934,0.012396694214876033
20230506,2023-05-06,2023,2,5,May,18,259,216,611121.7100000001,553504.7100000001,2137.0838223938226,245,233,233,46280.34000000001,188.89934693877555,12,4.9,4.853061224489796,0.00816326530612245
20230507,2023-05-07,2023,2,5,May,18,299,244,725180.79,668694.7599999999,2236.4373244147155,205,196,196,42661.96,208.1071219512195,9,4.39,4.9609756097560975,-0.03414634146341464
20230508,2023-05-08,2023,2,5,May,19,276,226,712885.04,645765.6199999999,2339.7305072463764,275,251,251,54667.72,198.7917090909091,24,8.73,5.130909090909091,0.06545454545454546
20230509,2023-05-09,2023,2,5,May,19,263,210,673424.97,605550.8300000001,2302.47463878327,232,209,209,48460.69,208.88228448275862,23,9.91,4.849137931034483,0.04741379310344827
20230510,2023-05-10,2023,2,5,May,19,251,207,601294.9700000001,538233.2799999999,2144.355697211155,260,233,233,52641.299999999996,202.46653846153845,27,10.38,5.030769230769231,0.11538461538461539
20230511,2023-05-11,2023,2,5,May,19,261,205,614291.01,561193.2499999999,2150.16570881226,252,236,236,49785.96000000001,197.56333333333336,16,6.35,4.920634920634921,-0.011904761904761904
20230512,2023-05-12,2023,2,5,May,19,292,235,648511.07,585789.2300000001,2006.1275000000003,238,219,219,47655.95000000001,200.2350840336135,19,7.98,5.147058823529412,0.04201680672268908
20230513,2023-05-13,2023,2,5,May,19,265,210,606111.9400000002,547415.3799999999,2065.718415094339,247,231,231,47446.72000000001,192.09198380566804,16,6.48,4.611336032388664,0.04048582995951417
20230514,2023-05-14,2023,2,5,May,19,278,232,721064.1799999999,647206.6399999999,2328.0814388489207,241,225,225,44975.69,186.6211203319502,16,6.64,4.5850622406639,0.024896265560165973
20230515,2023-05-15,2023,2,5,May,20,230,189,550067.3599999999,497155.1499999999,2161.5441304347823,239,216,216,48906.96,204.6316317991632,23,9.62,5.142259414225942,0.0794979079497908
20230516,2023-05-16,2023,2,5,May,20,256,211,670905.7700000001,602111.8,2351.99921875,232,209,209,46859.21000000001,201.9793534482759,23,9.91,5.245689655172414,0.06465517241379311
20230517,2023-05-17,2023,2,5,May,20,257,216,667819.5899999999,612329.37,2382.604552529183,239,227,227,45740.35999999999,191.3822594142259,12,5.02,4.870292887029288,0.016736401673640166
20230518,2023-05-18,2023,2,5,May,20,255,210,607268.18,556817.86,2183.5994509803922,220,204,204,43809.69000000002,199.13495454545463,16,7.27,4.7727272727272725,0.0
20230519,2023-05-19,2023,2,5,May,20,292,236,775590.64,700512.2,2399.0143835616436,232,208,208,42781.600000000006,184.4034482758621,23,9.91,4.866379310344827,0.09482758620689655
20230520,2023-05-20,2023,2,5,May,20,248,206,634225.4899999999,576672.27,2325.2914112903227,244,227,227,45612.01,186.93446721311477,17,6.97,4.639344262295082,0.03278688524590164
20230521,2023-05-21,2023,2,5,May,20,265,218,710666.8900000001,635163.0499999999,2396.8416981132073,246,223,223,50729.17,206.21613821138212,23,9.35,4.930894308943089,0.036585365853658534
20230522,2023-05-22,2023,2,5,May,21,294,245,707242.09,641595.83,2182.2987414965987,244,225,225,47370.840000000004,194.14278688524593,19,7.79,4.979508196721311,0.06147540983606557
20230523,2023-05-23,2023,2,5,May,21,269,222,686890.12,626042.69,2327.2962453531595,267,245,245,55183.2,206.67865168539325,22,8.24,4.966292134831461,0.026217228464419477
20230524,2023-05-24,2023,2,5,May,21,285,244,680895.77,621881.8400000001,2182.041543859649,229,218,218,45669.51000000001,199.43017467248913,11,4.8,4.925764192139738,-0.008733624454148471
20230525,2023-05-25,2023,2,5,May,21,290,246,650643.5100000001,595926.3899999999,2054.918586206896,260,242,242,48454.59,186.3638076923077,18,6.92,4.726923076923077,0.019230769230769232
20230526,2023-05-26,2023,2,5,May,21,276,228,642698.6400000001,583886.3700000001,2115.530326086957,230,217,217,44320.94,192.69973913043478,13,5.65,4.7956521739130435,-0.017391304347826087
20230527,2023-05-27,2023,2,5,May,21,286,229,674444.7499999999,604620.1699999999,2114.0565384615384,268,250,250,51852.880000000005,193.48089552238807,18,6.72,4.731343283582089,0.011194029850746268
20230528,2023-05-28,2023,2,5,May,21,276,234,701069.72,636112.6599999999,2304.7560144927534,271,249,249,53339.07999999999,196.82317343173426,21,7.75,4.948339483394834,0.02952029520295203
20230529,2023-05-29,2023,2,5,May,22,272,215,646554.72,586855.5000000001,2157.556985294118,258,235,235,51334.14,198.96953488372094,22,8.53,5.248062015503876,0.05426356589147287
20230530,2023-05-30,2023,2,5,May,22,282,234,664205.1200000001,603826.77,2141.2296808510637,256,234,234,49840.43000000001,194.68917968750003,22,8.59,4.875,0.078125
20230531,2023-05-31,2023,2,5,May,22,272,221,709111.55,645402.31,2372.802610294118,241,212,212,46773.05,194.07904564315353,29,12.03,4.983402489626556,0.16597510373443983
20230601,2023-06-01,2023,2,6,June,22,266,228,676120.9900000001,603945.2599999999,2270.4709022556385,255,237,237,51906.700000000004,203.5556862745098,18,7.06,5.133333333333334,0.047058823529411764
20230602,2023-06-02,2023,2,6,June,22,253,204,657719.8,603384.6299999999,2384.9194861660076,247,228,228,50215.57,203.3019028340081,19,7.69,5.242914979757085,0.02834008097165992
20230603,2023-06-03,2023,2,6,June,22,263,217,626321.9299999999,569904.89,2166.9387452471483,212,193,193,44466.19,209.74617924528303,19,8.96,5.018867924528302,0.009433962264150943
20230604,2023-06-04,2023,2,6,June,22,260,204,633365.29,571574.62,2198.363923076923,258,241,241,48765.32000000001,189.0128682170543,17,6.59,4.728682170542636,0.015503875968992248
20230605,2023-06-05,2023,2,6,June,23,249,203,610195.5700000001,554527.26,2227.017108433735,234,211,211,45955.07,196.38918803418804,23,9.83,4.914529914529915,0.10683760683760683
20230606,2023-06-06,2023,2,6,June,23,228,183,568884.04,516878.59,2267.011359649123,236,223,223,44261.2,187.54745762711863,13,5.51,4.953389830508475,-0.00423728813559322
20230607,2023-06-07,2023,2,6,June,23,254,202,639408.3899999999,584079.0,2299.5236220472443,214,196,196,39879.52,186.35289719626167,18,8.41,4.827102803738318,0.037383177570093455
20230608,2023-06-08,2023,2,6,June,23,256,211,714184.0599999998,644372.01,2517.0781640625,219,199,199,44739.53,204.29009132420092,20,9.13,5.031963470319635,0.0502283105022831
20230609,2023-06-09,2023,2,6,June,23,238,200,572771.7,516438.20999999996,2169.908445378151,202,186,186,42122.33,208.52638613861387,16,7.92,5.257425742574258,0.08415841584158416
20230610,2023-06-10,2023,2,6,June,23,260,207,683305.6700000002,607469.27,2336.4202692307695,231,214,214,44972.009999999995,194.68402597402596,17,7.36,4.783549783549783,0.03463203463203463
20230611,2023-06-11,2023,2,6,June,23,260,208,605319.4299999999,543738.5900000001,2091.3022692307695,255,239,239,50562.97,198.28615686274512,16,6.27,5.03921568627451,-0.011764705882352941
20230612,2023-06-12,2023,2,6,June,24,272,220,693165.74,621495.8999999999,2284.9113970588232,225,210,210,45300.32,201.33475555555555,15,6.67,5.173333333333333,0.02666666666666667
20230613,2023-06-13,2023,2,6,June,24,289,239,767251.9899999999,687777.0,2379.8512110726642,249,229,229,50037.439999999995,200.95357429718874,20,8.03,4.919678714859438,0.024096385542168676
20230614,2023-06-14,2023,2,6,June,24,251,213,708769.1400000001,642571.48,2560.045737051793,224,200,200,43850.76,195.76232142857143,24,10.71,4.892857142857143,0.12946428571428573
20230615,2023-06-15,2023,2,6,June,24,223,185,609259.67,547681.22,2455.969596412556,247,231,231,48605.84,196.78477732793522,16,6.48,4.935222672064778,0.06477732793522267
20230616,2023-06-16,2023,2,6,June,24,226,190,603629.88,552962.5,2446.7367256637167,205,188,188,42289.970000000016,206.29253658536592,17,8.29,4.980487804878049,0.05365853658536585
20230617,2023-06-17,2023,2,6,June,24,276,238,728659.31,653951.29,2369.388731884058,206,191,191,39813.96000000001,193.27165048543694,15,7.28,4.956310679611651,0.04854368932038835
20230618,2023-06-18,2023,2,6,June,24,250,191,650687.3200000001,591291.5,2365.166,241,223,223,44770.26,185.76871369294608,18,7.47,4.419087136929461,0.024896265560165973
20230619,2023-06-19,2023,2,6,June,25,271,222,706775.74,636160.0999999999,2347.454243542435,255,236,236,48554.770000000004,190.41086274509806,19,7.45,4.854901960784313,0.0392156862745098
20230620,2023-06-20,2023,2,6,June,25,274,237,653751.3500000001,592647.3499999999,2162.946532846715,246,229,229,45578.270000000004,185.27752032520326,17,6.91,4.682926829268292,0.052845528455284556
20230621,2023-06-21,2023,2,6,June,25,253,202,657298.9400000001,590149.6400000001,2332.607272727273,222,204,204,43066.009999999995,193.991036036036,18,8.11,5.166666666666667,0.04954954954954955
20230622,2023-06-22,2023,2,6,June,25,265,215,672585.0099999999,605458.12,2284.747622641509,233,219,219,42173.770000000004,181.00330472103005,14,6.01,4.523605150214593,-0.03862660944206009
20230623,2023-06-23,2023,2,6,June,25,247,210,600230.28,541381.07,2191.8261943319835,238,227,227,48119.40999999999,202.18239495798315,11,4.62,4.718487394957983,-0.046218487394957986
20230624,2023-06-24,2023,2,6,June,25,247,203,585104.03,533764.47,2160.9897570850203,200,182,182,38340.590000000004,191.70295000000002,18,9.0,4.8,0.08
20230625,2023-06-25,2023,2,6,June,25,251,201,665583.6200000001,602771.0599999999,2401.478326693227,239,221,221,47709.29000000001,199.62046025104607,18,7.53,4.912133891213389,0.04602510460251046
20230626,2023-06-26,2023,2,6,June,26,264,221,640494.72,584701.55,2214.7785984848488,231,215,215,43865.37999999999,189.89341991341988,16,6.93,4.714285714285714,0.047619047619047616
20230627,2023-06-27,2023,2,6,June,26,270,222,702244.5899999999,632107.04,2341.1371851851854,216,199,199,43761.72,202.60055555555556,17,7.87,5.00462962962963,0.027777777777777776
20230628,2023-06-28,2023,2,6,June,26,244,210,553554.77,500320.35000000003,2050.493237704918,233,211,211,47168.35,202.4392703862661,22,9.44,5.008583690987124,0.11158798283261803
20230629,2023-06-29,2023,2,6,June,26,271,228,690389.75,621278.22,2292.539557195572,237,217,217,44881.66000000001,189.37409282700426,20,8.44,4.742616033755274,0.10126582278481013
20230630,2023-06-30,2023,2,6,June,26,266,218,681179.85,619536.31,2329.083872180451,230,210,210,45265.450000000004,196.8063043478261,20,8.7,5.221739130434782,0.034782608695652174
20230701,2023-07-01,2023,3,7,July,26,285,234,723557.2000000001,645812.29,2266.0080350877192,250,228,228,47357.51,189.43004000000002,22,8.8,4.84,0.088
20230702,2023-07-02,2023,3,7,July,26,262,215,670742.59,608267.37,2321.631183206107,259,236,236,48321.780000000006,186.57057915057916,23,8.88,4.783783783783784,0.05405405405405406
20230703,2023-07-03,2023,3,7,July,27,275,222,610335.89,554353.8499999999,2015.8321818181812,226,215,215,42421.52,187.7058407079646,11,4.87,4.615044247787611,-0.035398230088495575
20230704,2023-07-04,2023,3,7,July,27,309,247,730583.64,665321.35,2153.1435275080908,270,247,247,59641.380000000005,220.894,23,8.52,5.607407407407408,0.07407407407407407
20230705,2023-07-05,2023,3,7,July,27,300,229,664643.48,600692.1500000001,2002.3071666666672,255,230,230,49890.39,195.6485882352941,25,9.8,4.968627450980392,0.11372549019607843
20230706,2023-07-06,2023,3,7,July,27,269,226,690592.98,629071.52,2338.555836431227,284,252,252,57001.81999999999,200.7106338028169,31,10.92,5.084507042253521,0.11619718309859155
20230707,2023-07-07,2023,3,7,July,27,288,243,696922.0299999999,629140.7699999999,2184.5165624999995,253,233,233,47865.35999999999,189.19114624505926,20,7.91,4.845849802371541,0.019762845849802372
